Tamb,Solar,Occ,Phvac,Tzone
-17.9,0.0,0.72567,0.0,-6.368293431250383
-17.9,0.0,0.72567,0.0,-6.416561122771859
-17.9,0.0,0.8849400000000001,0.0,-6.423772722033962
-17.9,0.0,0.8849400000000001,0.0,-6.41841821259069
-17.9,0.0,0.8849400000000001,0.0,-6.424098529175056
-17.9,0.0,0.8849400000000001,0.0,-6.442368660155714
-17.9,0.0,1.6593,0.0,-6.38148844765123
-17.9,0.0,1.6593,0.0,-6.306782827272095
-17.9,0.0,1.6593,0.0,-6.262818076509038
-17.9,0.0,1.6593,0.0,-6.24599590885274
-17.9,0.0,2.69079,0.0,-6.1478097141584485
-17.9,0.0,2.69079,0.0,-6.042097723685406
-17.9,0.0,2.69079,0.0,-5.973855274513782
-17.9,0.0,2.69079,0.0,-5.935293971607013
-17.9,0.0,2.69079,0.0,-5.899970485568691
-17.9,0.0,2.69079,0.0,-5.863428571585364
-17.9,0.0,2.69079,0.0,-5.828404588238065
-17.9,0.0,2.69079,0.0,-5.796621982948584
-17.9,0.0,2.69079,0.0,-5.766343414018766
-17.9,0.0,2.69079,0.0,-5.738285583536442
-17.9,0.0,2.69079,0.0,-5.712311143556233
-17.9,0.0,2.69079,0.0,-5.687804815027586
-17.9,0.0,3.0,0.0,-5.662717723678735
-17.9,0.0,3.0,0.0,-5.644972043253602
-17.9,0.0,3.0,0.0,-5.633232686741107
-17.9,0.0,3.0,0.0,-5.6233051031374535
-17.9,0.0,3.0,0.0,-5.649548940048045
-17.9,0.0,3.0,0.0,-5.6876302922834965
-17.9,0.0,3.0,0.0,-5.716990320895798
-17.9,0.0,3.0,0.0,-5.736123093620094
-17.9,0.0,3.0,0.0,-5.780760454827248
-17.9,0.0,3.0,0.0,-5.835373228120073
-17.9,0.0,3.0,0.0,-5.882739810039118
-17.9,0.0,3.0,0.0,-5.921400670267023
21.542,0.0,3.0,0.0,42.54215924036599
21.32,0.0,3.0,4846.105256904089,35.18840330350943
21.098,0.0,3.0,5129.675774720303,36.375247843928
20.876,0.0,3.0,4867.965723653014,35.28385382461971
20.728,0.0,3.0,4705.4304249209545,34.61943246771489
20.58,0.0,3.0,4554.305064290977,33.97192970257953
20.431999999999995,0.0,3.0,4401.2818754885975,33.33188023153756
20.284,0.0,3.0,4263.662602600232,32.74521828691883
20.173,0.0,3.0,4161.7208505557455,32.28826735245782
20.062,0.0,3.0,4018.194762566325,31.68103478459474
19.951,0.0,3.0,3907.7252059700254,31.20340978793854
19.84,0.0,3.0,3797.1131692115846,30.720247855382823
19.729,0.0,3.0,3691.7629007513815,30.25878597438848
19.618,0.0,3.0,3591.888804539003,29.819061123885533
19.507,0.0,3.0,3496.2584052397874,29.39611686996206
19.396,0.0,3.0,3404.7046506056354,28.98955802352908
19.322,0.0,3.0,3318.961403678192,28.60758208090613
19.248,0.0,3.0,3236.032927279763,28.23647972514204
19.174,0.0,3.0,3155.9327001152583,27.87694206011614
19.1,20.58088377657616,3.0,3088.262486533777,27.57328233515316
19.174,97.02856558027212,3.0,3055.2941058499346,27.42340129448117
19.248,193.69731839013423,3.0,3029.389366228017,27.30781211527743
19.322,284.7407995809689,3.0,3015.047295550424,27.24565319381228
19.396,364.0007327280167,3.0,3001.7786709294533,27.186792514650783
19.655,431.6476118873517,3.0,2999.970907195522,27.179336791939686
19.913999999999994,489.2947140885793,3.0,2997.542888582316,27.168473312893465
20.173,538.6372176020046,3.0,3000.565151456948,27.182261719913
20.431999999999995,581.1279420356631,3.0,3002.287790976937,27.1900718448547
21.061,617.9419585778161,2.6493,3003.9522796245265,27.19760549813396
21.69,650.0139261609293,2.6493,3008.2144155081182,27.216928133357246
22.319,678.0861194854122,2.6493,3012.6031828366467,27.23679374038965
22.948,702.750705709785,2.6493,3017.723955579157,27.25998575685361
23.651,724.4833574474131,1.22583,3004.297055861157,27.199067178244672
24.354,743.6690422847075,1.22583,3008.431919416291,27.217876526426814
25.056999999999995,760.6215861842238,1.22583,3011.709374646576,27.232733945506787
25.76,775.5985010883826,1.22583,3017.5764970466853,27.25930725240521
26.389,788.8122675417723,0.72567,3014.621270013944,27.245890327614024
27.018,800.4389717884208,0.72567,3017.8583238560423,27.260570376796785
27.647,810.6249618362577,0.72567,3019.8948365980573,27.26978080628172
28.276,819.4920097888349,0.72567,3021.207391083738,27.27571558869177
28.831,827.1413376742952,0.72567,0.0,29.802634807433936
29.386,833.656769390796,0.72567,0.0,30.700572405961125
29.941,839.1072025158636,0.72567,0.0,31.09571533706519
30.496,843.548543157713,0.72567,0.0,31.636424994371925
30.866,847.0252092387462,0.72567,0.0,31.892304817858445
31.236,849.5712786816416,0.72567,0.0,32.30665727857456
31.606,851.2113368141144,0.72567,0.0,32.53298324057018
31.976,851.9610621511682,0.72567,3298.366743700635,28.570022886552028
32.272,851.8275825976592,0.72567,0.0,31.92238973038485
32.568,850.8096308636893,0.72567,0.0,32.49370916728086
32.864,848.8975171958816,0.72567,0.0,32.82407684047548
33.16,846.0729158745193,0.72567,3403.275650691935,29.059902249112167
33.345,842.3084427712594,0.72567,0.0,32.525776836820185
33.53,837.5669939710576,0.72567,3281.792940935908,28.48482849372964
33.715,831.80081204057,0.72567,0.0,32.31595941169231
33.9,824.9502370306571,0.72567,0.0,33.192288398273426
33.9,816.9420818754529,0.72567,3592.1216617658347,29.943438784338564
33.9,807.6875477364134,0.72567,0.0,33.20089070158627
33.9,797.0795635529335,0.72567,3753.183800301589,30.700202678368125
33.9,784.9893928907463,0.72567,0.0,33.73985733516082
33.678,771.2622957341948,0.72567,3753.028801652177,30.69576787452352
33.456,755.711957093837,0.72567,0.0,34.035920924065366
33.234,738.1132900952863,0.72567,3835.4131661991,31.07891506932541
33.012,718.1930781696336,0.72567,0.0,34.229593529073526
32.716,695.6177272004535,0.8849400000000001,3567.546246303903,29.81078784545558
32.42,669.9771451893703,0.8849400000000001,0.0,34.19450842583168
32.123999999999995,640.7634641960802,0.8849400000000001,3548.183943019913,29.713543244317243
31.828,607.343044656219,0.8849400000000001,0.0,34.206516136911695
31.458,568.920248164066,1.6593,3582.571177995546,29.86745241815076
31.088,524.4927861314061,1.6593,0.0,34.11018510049539
30.718,472.804067531772,1.6593,3613.719611416053,30.00077235207577
30.348,412.3175587469976,1.6593,0.0,34.04065063783344
29.793,341.30393883308585,2.69079,3598.7774959669764,29.91541896730536
29.238,258.3556333943391,2.69079,0.0,33.867769714311635
28.683,164.4151083346258,2.69079,3553.282222902996,29.684670515414773
28.128,69.74434375648063,2.69079,3764.919479109596,30.67042324786891
27.721,8.548715857458362,2.69079,3664.749725854311,30.19295329648999
27.314,0.0,2.69079,3611.038263116555,29.93393385397354
26.907,0.0,2.69079,3553.4532636355366,29.6612255730012
26.5,0.0,2.69079,3497.681872466832,29.410405277035142
26.167,0.0,2.69079,3440.286859658557,29.155839866962783
25.834,0.0,2.69079,3390.852535687578,28.93447362028535
25.501,0.0,2.69079,3337.446073493817,28.696656572892344
25.168,0.0,2.69079,3292.557030498869,28.49359203339248
24.835,0.0,3.0,3237.0908786069485,28.246103129281845
24.501999999999995,0.0,3.0,3187.2211104124926,28.022300082156057
24.169,0.0,3.0,3149.2044861198256,27.84654717723524
23.836,0.0,3.0,3093.013162734146,27.595932679420223
23.577,0.0,3.0,3037.481130580184,27.34463298446828
23.318,0.0,3.0,2984.2258883504346,27.10403500321802
23.059,0.0,3.0,2934.3212110793547,26.8779808005983
22.8,0.0,3.0,2885.331176771517,26.655496585546604
22.541,0.0,3.0,2828.8707998787213,26.39786628740231
22.282,0.0,3.0,2776.083890532728,26.157639593070243
22.023,0.0,3.0,2726.3230513278963,25.9304664334637
21.764,0.0,3.0,2677.349893067149,25.706406492492818
17.5,0.0,3.0,1857.1155136986235,21.90539455277375
18.0,0.0,3.0,0.0,23.341377744990563
18.5,0.0,3.0,0.0,23.88858880258888
19.0,0.0,3.0,0.0,23.88785410311257
19.0,0.0,3.0,0.0,24.20563440072011
19.0,0.0,3.0,0.0,24.341819101689563
19.0,0.0,3.0,0.0,24.38839577022472
19.0,0.0,3.0,0.0,24.42171435323884
18.75,0.0,3.0,0.0,24.4443237619384
18.5,0.0,3.0,0.0,24.46047733641058
18.25,0.0,3.0,0.0,24.46867703984183
18.0,0.0,3.0,0.0,24.468733006247525
17.75,0.0,3.0,0.0,24.46053965482072
17.5,0.0,3.0,0.0,24.44606310921008
17.25,0.0,3.0,0.0,24.42703079979988
17.0,0.0,3.0,0.0,24.40415878694799
16.75,0.0,3.0,0.0,24.38796040526672
16.5,0.0,3.0,0.0,24.357019544498595
16.25,0.0,3.0,0.0,24.322705010410207
16.0,0.0,3.0,0.0,24.2846314815286
16.5,0.0,3.0,0.0,24.28764883801972
17.0,0.0,3.0,0.0,24.291823639062585
17.5,166.75,3.0,0.0,24.40233835198636
18.0,333.5,3.0,0.0,24.668510184683093
18.5,500.25,3.0,2013.6607160486133,22.63252805596928
19.0,667.0,3.0,0.0,24.89516787569953
19.5,697.75,3.0,2042.0263829665817,22.77153994092867
20.0,728.5,3.0,0.0,25.198828783942844
20.5,759.25,2.6493,2125.284280257448,23.160526026727865
21.0,790.0,2.6493,0.0,25.474883786661064
21.5,810.75,2.6493,2216.161812480924,23.59436885554162
22.0,831.5,2.6493,2293.747121961353,23.962515273869386
22.5,852.25,1.22583,2278.942006155124,23.88985156960327
23.0,873.0,1.22583,2297.330942282854,23.975928765825763
23.5,872.75,1.22583,2313.2817763869257,24.05032594116989
24.0,872.5,1.22583,2330.8014833903594,24.133211085091105
24.75,872.25,0.72567,2341.685746039384,24.18367533609945
25.5,872.0,0.72567,2358.5065294466776,24.263382781731902
26.25,881.5,0.72567,2374.853566095473,24.340777357762253
27.0,891.0,0.72567,2392.4541301726667,24.4233382538453
27.75,900.5,0.72567,0.0,26.58020567277077
28.5,910.0,0.72567,0.0,27.469035413951577
29.25,888.25,0.72567,0.0,27.878741911530508
30.0,866.5,0.72567,0.0,28.407631034817392
30.0,844.75,0.72567,0.0,28.779580688928
30.0,823.0,0.72567,0.0,29.07259310233252
30.0,639.75,0.72567,0.0,29.30180893490091
30.0,456.5,0.72567,0.0,29.698884782366093
30.0,273.25,0.72567,0.0,29.9827393775518
30.0,90.0,0.72567,0.0,30.31136488915272
30.0,70.5,0.72567,0.0,30.60049125432774
30.0,51.0,0.72567,0.0,30.81744227996574
29.25,31.5,0.72567,0.0,31.0241890778206
28.5,12.0,0.72567,0.0,31.2224295682592
27.75,9.0,0.72567,0.0,31.38026983351858
27.0,6.0,0.72567,0.0,31.50270357021927
25.25,3.0,0.72567,0.0,31.587486027025744
23.5,0.0,0.72567,0.0,31.669119312544737
21.75,136.25,0.72567,0.0,31.81269968518814
20.0,272.5,0.72567,0.0,32.05056846626734
20.25,408.75,0.72567,0.0,32.30076495910049
20.5,545.0,0.72567,0.0,32.88355691090226
20.75,591.5,0.72567,3329.4074187063225,28.85915810502242
21.0,638.0,0.72567,0.0,32.4004090331285
21.25,684.5,0.8849400000000001,0.0,32.790512437132
21.5,731.0,0.8849400000000001,3482.232952563251,29.579872106558707
21.75,719.0,0.8849400000000001,0.0,32.79554658809496
22.0,707.0,0.8849400000000001,3248.7483261196203,28.46508127095889
21.5,695.0,1.6593,0.0,32.510893762459574
21.0,683.0,1.6593,3200.077060054746,28.227358946588616
20.5,612.25,1.6593,0.0,32.26513155148191
20.0,541.5,1.6593,0.0,32.40313159276346
19.75,470.75,2.69079,0.0,33.16797652362848
19.5,400.0,2.69079,3370.7166935648306,29.025470053094853
19.25,300.0,2.69079,3534.116804116379,29.800246244658386
19.0,200.0,2.69079,3408.175764184969,29.194816710823908
19.0,0.0,2.69079,3319.498638474104,28.76731316112497
19.0,0.0,2.69079,3245.459855632605,28.413840674957328
19.0,0.0,2.69079,3173.8469860724576,28.068382532214308
19.0,0.0,2.69079,3116.50622674298,27.794912317420053
19.0,0.0,2.69079,3053.769417180807,27.492350807974056
19.0,0.0,2.69079,3008.601902554538,27.27761653961697
19.0,0.0,2.69079,2947.7849777064,26.98452910014996
19.0,0.0,2.69079,2899.8201226567426,26.753062332939155
18.75,0.0,3.0,2847.5073572752867,26.50109885811829
18.5,0.0,3.0,2796.1656971569405,26.2576569560244
18.25,0.0,3.0,2745.595473838973,26.02654414914294
18.0,0.0,3.0,2696.383578707419,25.801162936900063
17.75,0.0,3.0,2651.7007907421744,25.592459578393843
17.5,0.0,3.0,2596.340640263261,25.336599442348582
17.25,0.0,3.0,2545.4505145387247,25.103190674315623
17.0,0.0,3.0,2497.6584449443035,24.883358659542424
17.0,0.0,3.0,2445.184988924681,24.64044806168492
17.0,0.0,3.0,2392.765530657358,24.39843400164296
17.0,0.0,3.0,2341.0111323335905,24.161582406858265
17.0,0.0,3.0,2286.30800970724,23.909639649941607
16.75,0.0,3.0,2235.2400839093966,23.672125353130227
16.5,0.0,3.0,2185.284007054509,23.43969484698443
16.25,0.0,3.0,0.0,25.083523538188025
16.0,0.0,3.0,2013.6989908318744,22.627568436901925
16.25,0.0,3.0,0.0,24.433852820146463
16.5,0.0,3.0,0.0,24.82070770665401
16.75,0.0,3.0,2025.7904367951216,22.687677467728744
17.0,0.0,3.0,0.0,23.760775948271444
16.5,0.0,3.0,0.0,24.46919537019644
16.0,0.0,3.0,0.0,24.51247061064108
15.5,0.0,3.0,1909.271606059427,22.14504405101589
15.0,0.0,3.0,0.0,23.14610549096436
14.75,0.0,3.0,0.0,23.897529318152657
14.5,0.0,3.0,0.0,23.94320846906165
14.25,0.0,3.0,0.0,24.21064910532009
14.0,0.0,3.0,0.0,24.36658429996215
14.0,0.0,3.0,0.0,24.40299561511691
14.0,0.0,3.0,0.0,24.35972218921832
14.0,0.0,3.0,0.0,24.30888565176493
14.0,0.0,3.0,0.0,24.25219140374968
14.5,0.0,3.0,0.0,24.26712654582106
15.0,0.0,3.0,0.0,24.27762164474899
15.5,142.25,3.0,0.0,24.366957782437574
16.0,284.5,3.0,0.0,24.59848860708773
17.0,426.75,3.0,1986.3372474400528,22.50431850579525
18.0,569.0,3.0,0.0,24.72651630702325
19.0,602.5,3.0,1997.4221391344256,22.562685327407767
20.0,636.0,3.0,0.0,24.969667339987907
20.5,669.5,2.6493,2024.0014395536127,22.68782521073509
21.0,703.0,2.6493,0.0,25.23154641314152
21.5,731.75,2.6493,2090.744014292409,23.00019818374136
22.0,760.5,2.6493,0.0,25.464539412377054
22.75,789.25,1.22583,2171.805720618895,23.38744525138043
23.5,818.0,1.22583,0.0,25.879762215481648
24.25,833.0,1.22583,2219.934203837553,23.615932682231243
25.0,848.0,1.22583,2354.071235359864,24.25655456155738
25.5,863.0,0.72567,2332.947673294027,24.154044519157136
26.0,878.0,0.72567,2351.8661377514723,24.24388798502579
26.5,877.0,0.72567,2361.626640461266,24.289927919910227
27.0,876.0,0.72567,2374.0294727401824,24.348590207154054
27.75,875.0,0.72567,0.0,26.47329642966637
28.5,874.0,0.72567,0.0,27.343194979503146
29.25,869.0,0.72567,0.0,27.7261116176161
30.0,864.0,0.72567,0.0,28.14405765248866
30.5,859.0,0.72567,0.0,28.68297078966943
31.0,854.0,0.72567,0.0,28.90498641633855
31.5,786.0,0.72567,0.0,29.214967945212816
32.0,718.0,0.72567,0.0,29.50064129403311
31.75,650.0,0.72567,0.0,29.80723478416318
31.5,582.0,0.72567,0.0,30.31844594214816
31.25,542.75,0.72567,0.0,30.707062861555475
31.0,503.5,0.72567,0.0,31.10111892935855
29.75,464.25,0.72567,0.0,31.54253307805122
28.5,425.0,0.72567,0.0,31.897364811081896
27.25,323.25,0.72567,0.0,32.07259597288322
26.0,221.5,0.72567,0.0,32.254379413143305
26.25,119.75,0.72567,0.0,32.398661375677705
26.5,18.0,0.72567,0.0,32.52997311201241
26.75,15.0,0.72567,3162.7046292363307,28.08553808043545
27.0,12.0,0.72567,0.0,31.3680639063236
27.25,9.0,0.72567,0.0,31.58281427505237
27.5,6.0,0.72567,0.0,31.974759137187167
27.75,22.0,0.72567,0.0,32.186960055205155
28.0,38.0,0.72567,0.0,32.43489220704485
28.0,54.0,0.8849400000000001,0.0,32.689990097885634
28.0,70.0,0.8849400000000001,3250.1726767858886,28.4926330404984
28.0,52.5,0.8849400000000001,0.0,31.55789325617017
28.0,35.0,0.8849400000000001,0.0,32.125546487778884
27.25,17.5,1.6593,0.0,32.41062366446484
26.5,0.0,1.6593,0.0,32.58834581299978
25.75,55.5,1.6593,3194.5555110225705,28.215604117274264
25.0,111.0,1.6593,0.0,31.71237945272275
24.5,166.5,2.69079,0.0,32.37005315181248
24.0,222.0,2.69079,0.0,32.63023866752016
23.5,166.5,2.69079,3256.5621691104207,28.49455119004326
23.0,111.0,2.69079,3411.317655433674,29.2298137268273
23.0,0.0,2.69079,3273.020282291363,28.56602561458294
23.0,0.0,2.69079,3212.489277036738,28.272677577227302
23.0,0.0,2.69079,3148.205082461838,27.961823066789258
23.0,0.0,2.69079,3095.804635910764,27.71157338156669
22.75,0.0,2.69079,3037.669299038727,27.430652913809883
22.5,0.0,2.69079,2986.323525448528,27.182353588895065
22.25,0.0,2.69079,2947.2280262758736,26.99652340067245
22.0,0.0,2.69079,2890.8052445517305,26.724461419429144
21.75,0.0,3.0,2843.6991317992142,26.49699454467117
21.5,0.0,3.0,2796.074003608313,26.26712702484536
21.25,0.0,3.0,2749.938425214253,26.0465729866348
21.0,0.0,3.0,2703.551014122606,25.834190485919027
20.25,0.0,3.0,2647.157144773053,25.57463411880431
19.5,0.0,3.0,2594.192298523132,25.33165167530037
18.75,0.0,3.0,2544.3228073126165,25.102171634312885
18.0,0.0,3.0,2494.84150487044,24.87400574636424
18.0,0.0,3.0,2439.947393256417,24.620232967974903
18.0,0.0,3.0,2389.6847905863588,24.388249951791355
18.0,0.0,3.0,2343.0399124159326,24.172403977472143
18.0,0.0,3.0,2297.788050798407,23.96262625694141
18.0,0.0,3.0,2259.539136502261,23.782630994906423
18.0,0.0,3.0,2211.9817901421347,23.56051354031302
18.0,0.0,3.0,2167.849280209982,23.355593730391057
18.0,0.0,3.0,0.0,24.979085727956534
17.5,0.0,3.0,1993.696457145295,22.53415627031489
17.0,0.0,3.0,0.0,24.341299391341533
16.5,0.0,3.0,0.0,24.71874753849387
16.0,0.0,3.0,2005.8333896385493,22.59367715179924
16.0,0.0,3.0,0.0,24.230398109664744
16.0,0.0,3.0,0.0,24.455851753780752
16.0,0.0,3.0,0.0,24.494813580755547
16.0,0.0,3.0,0.0,24.711569639357705
15.975,0.0,3.0,1860.518097882112,21.91486077057385
15.95,0.0,3.0,0.0,23.043830388873587
15.925,0.0,3.0,0.0,23.83391356629817
15.9,0.0,3.0,0.0,23.90336709642056
15.925,0.0,3.0,0.0,23.98682259568668
15.95,0.0,3.0,0.0,24.20392494351597
15.975,0.0,3.0,0.0,24.327542029911587
16.0,0.0,3.0,0.0,24.349764611860905
16.25,0.0,3.0,0.0,24.34831014292397
16.5,0.0,3.0,0.0,24.349686949536324
16.75,160.75,3.0,0.0,24.4574969626562
17.0,321.5,3.0,0.0,24.722697071452952
17.75,482.25,3.0,2030.733123528184,22.71219925287945
18.5,643.0,3.0,0.0,24.94741697949884
19.25,678.25,3.0,2037.116046477061,22.748623405785374
20.0,713.5,3.0,0.0,25.206379596692184
20.75,748.75,2.6493,2123.911602836078,23.153978337905155
21.5,784.0,2.6493,0.0,25.46234350096427
22.25,800.25,2.6493,2159.249297651192,23.324164054448275
23.0,816.5,2.6493,0.0,25.77398388558897
23.75,832.75,1.22583,2240.2527797529715,23.7066867128902
24.5,849.0,1.22583,2348.093758004665,24.22141170345334
25.25,857.75,1.22583,2336.785840960341,24.1664257875634
26.0,866.5,1.22583,2356.4566942034767,24.259496387220544
26.5,875.25,0.72567,2361.776885161088,24.283395632011388
27.0,884.0,0.72567,2376.8037882829967,24.354546378481537
27.5,896.75,0.72567,2390.1510852998617,24.41762532997941
28.0,909.5,0.72567,2404.4827488597152,24.484601691478783
28.5,922.25,0.72567,0.0,26.62573786188189
29.0,935.0,0.72567,0.0,27.50259486773257
29.5,928.25,0.72567,0.0,27.872922283721653
30.0,921.5,0.72567,0.0,28.38249468113635
30.25,914.75,0.72567,0.0,28.74964129321199
30.5,908.0,0.72567,0.0,29.067090371607804
30.75,875.75,0.72567,0.0,29.36735727349734
31.0,843.5,0.72567,0.0,29.680888653588063
31.0,811.25,0.72567,0.0,30.011180311795687
31.0,779.0,0.72567,0.0,30.50560832516792
31.0,590.25,0.72567,0.0,30.64029005367008
31.0,401.5,0.72567,0.0,30.91390898671876
31.0,212.75,0.72567,0.0,31.07657952043824
31.0,24.0,0.72567,0.0,31.161922553165287
31.0,18.0,0.72567,0.0,31.27610442932972
31.0,12.0,0.72567,0.0,31.396947324903792
29.75,6.0,0.72567,0.0,31.491072418740853
28.5,0.0,0.72567,0.0,31.56214649376029
27.25,0.0,0.72567,0.0,31.639663466458057
26.0,0.0,0.72567,0.0,31.70615369714132
26.0,0.0,0.72567,0.0,31.79988179065778
26.0,0.0,0.72567,0.0,31.9204215662898
26.0,0.0,0.72567,0.0,31.979585337495628
26.0,0.0,0.72567,0.0,32.046152470279225
25.5,0.0,0.8849400000000001,0.0,32.19005375082749
25.0,0.0,0.8849400000000001,0.0,32.240101392137454
24.5,0.0,0.8849400000000001,0.0,32.3302387755301
24.0,0.0,0.8849400000000001,0.0,32.382256231744385
24.0,0.0,1.6593,0.0,32.47680900638939
24.0,0.0,1.6593,0.0,32.57693447537676
24.0,44.5,1.6593,3150.553594294794,27.988562962260705
24.0,89.0,1.6593,0.0,31.095289878273213
23.75,133.5,2.69079,0.0,31.75828759145304
23.5,178.0,2.69079,0.0,31.943144581800578
23.25,133.5,2.69079,3238.868736692997,28.396563542568195
23.0,89.0,2.69079,3330.660357700836,28.831586731222007
22.75,0.0,2.69079,3253.7640828394974,28.46601903471573
22.5,0.0,2.69079,3152.3264187120085,27.98024212566659
22.25,0.0,2.69079,3080.326182190291,27.633108136530645
22.0,0.0,2.69079,3020.982777998664,27.346513905836733
21.5,0.0,2.69079,2964.2357224466564,27.07260828399661
21.0,0.0,2.69079,2921.2460093475684,26.868382423550504
20.5,0.0,2.69079,2860.6462933791654,26.57665532256421
20.0,0.0,2.69079,2813.277332358796,26.34814854476824
19.75,0.0,3.0,2774.7250022994303,26.16339762042078
19.5,0.0,3.0,2719.6727989502524,25.90752366490528
19.25,0.0,3.0,2664.109311547625,25.65526190347682
19.0,0.0,3.0,2619.1204346126265,25.44900189815887
18.75,0.0,3.0,2563.102873935084,25.19018097101791
18.5,0.0,3.0,2511.8828570831347,24.95445483531752
18.25,0.0,3.0,2464.9237457494446,24.7376540855318
18.0,0.0,3.0,2407.6577340544263,24.47196397378845
17.75,0.0,3.0,2358.1434900364407,24.243460041094576
17.5,0.0,3.0,2311.176233840641,24.02572841611381
17.25,0.0,3.0,2264.221678701037,23.80775086232374
17.0,0.0,3.0,2218.603626060581,23.59574706328484
